# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Apr 22 12:47:16 2018
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN st_dist:        Distance [pc]
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_rade:        Planet Radius [Earth radii]
# COLUMN pl_disc:        Year of Discovery
#
loc_rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbeccen,st_dist,st_teff,st_rad,pl_eqt,pl_rade,pl_disc
711,HD 89307,b,Radial Velocity,1,2157.00000000,0.241000,30.88,5950.00,1.05,,,2009
712,HD 89744,b,Radial Velocity,1,256.78000000,0.673000,39.00,6291.00,,,,1999
713,HD 90156,b,Radial Velocity,1,49.77000000,0.310000,22.09,5599.00,,,,2009
714,HD 9174,b,Radial Velocity,1,1179.00000000,0.120000,78.93,5577.00,1.67,,,2016
715,HD 92788,b,Radial Velocity,1,325.00000000,0.350000,32.32,5821.00,,,,2000
716,HD 93083,b,Radial Velocity,1,143.58000000,0.140000,28.90,4995.00,,,,2005
717,HD 9446,b,Radial Velocity,2,30.05200000,0.200000,52.85,5793.00,1.00,,,2009
718,HD 9446,c,Radial Velocity,2,192.90000000,0.060000,52.85,5793.00,1.00,,,2009
719,HD 95086,b,Imaging,1,,,91.57,,,1000,,2013
720,HD 95089,b,Radial Velocity,1,507.00000000,0.157000,149.03,5002.00,4.90,,,2009
721,HD 95127,b,Radial Velocity,1,482.00000000,0.110000,332.00,4218.00,20.00,,,2015
722,HD 95872,b,Radial Velocity,1,4375.00000000,0.060000,7.56,5312.00,,,,2015
723,HD 96063,b,Radial Velocity,1,361.10000000,0.030000,132.80,5148.00,4.50,,,2011
724,HD 96127,b,Radial Velocity,1,647.30000000,0.300000,221.24,4152.00,35.00,,,2011
725,HD 96167,b,Radial Velocity,1,498.90000000,0.710000,84.03,5770.00,1.86,,,2009
726,HD 97658,b,Radial Velocity,1,9.49090000,0.063000,21.30,5119.00,0.70,,2.341,2010
727,HD 98219,b,Radial Velocity,1,436.90000000,0.112000,150.38,4992.00,4.50,,,2011
728,HD 98649,b,Radial Velocity,1,4951.00000000,0.850000,42.77,5759.00,1.00,,,2012
729,HD 99109,b,Radial Velocity,1,439.30000000,0.090000,60.46,5272.00,,,,2005
730,HD 99492,b,Radial Velocity,1,17.05400000,0.070000,55.70,4929.00,0.78,,,2004
731,HD 99706,b,Radial Velocity,1,868.00000000,0.365000,130.89,4932.00,5.40,,,2011
732,HIP 105854,b,Radial Velocity,1,184.20000000,0.020000,84.60,4780.00,,,,2014
733,HIP 107773,b,Radial Velocity,1,144.30000000,0.090000,103.63,4945.00,11.60,,,2015
734,HIP 109384,b,Radial Velocity,1,499.48000000,0.549000,56.20,5180.00,,,,2016
735,HIP 109600,b,Radial Velocity,1,232.08000000,0.163000,58.60,5530.00,,,,2016
736,HIP 116454,b,Transit,1,9.12050000,0.205000,55.20,5089.00,0.72,690,2.530,2014
737,HIP 12961,b,Radial Velocity,1,57.43500000,0.166000,23.80,,,,,2010
738,HIP 14810,b,Radial Velocity,3,6.67385500,0.142700,52.88,5485.00,1.00,,,2005
739,HIP 14810,c,Radial Velocity,3,147.73000000,0.164000,52.88,5485.00,1.00,,,2006
740,HIP 14810,d,Radial Velocity,3,952.00000000,0.173000,52.88,5485.00,1.00,,,2009
741,HIP 41378,b,Transit,5,15.57120000,,116.14,6199.00,1.40,,2.900,2016
742,HIP 41378,c,Transit,5,31.69780000,,116.14,6199.00,1.40,,2.560,2016
743,HIP 41378,d,Transit,5,156.00000000,,116.14,6199.00,1.40,,3.960,2016
744,HIP 41378,e,Transit,5,131.00000000,,116.14,6199.00,1.40,,5.510,2016
745,HIP 41378,f,Transit,5,324.00000000,,116.14,6199.00,1.40,,10.200,2016
746,HIP 5158,b,Radial Velocity,2,345.72000000,0.520000,44.80,4962.00,,,,2009
747,HIP 5158,c,Radial Velocity,2,9017.76000000,0.140000,44.80,4962.00,,,,2011
748,HIP 57274,b,Radial Velocity,3,8.13520000,0.187000,25.87,4640.00,0.68,,,2011
749,HIP 57274,c,Radial Velocity,3,32.03000000,0.050000,25.87,4640.00,0.68,,,2011
750,HIP 57274,d,Radial Velocity,3,431.70000000,0.270000,25.87,4640.00,0.68,,,2011
751,HIP 63242,b,Radial Velocity,1,124.60000000,0.230000,149.25,4830.00,,,,2013
752,HIP 65407,b,Radial Velocity,2,28.12500000,0.140000,55.50,5460.00,,,,2016
753,HIP 65407,c,Radial Velocity,2,67.30000000,0.120000,55.50,5460.00,,,,2016
754,HIP 65426,b,Imaging,1,,,111.40,8840.00,1.77,1500,16.814,2017
755,HIP 65891,b,Radial Velocity,1,1084.50000000,0.130000,136.05,5000.00,8.93,,,2015
756,HIP 67537,b,Radial Velocity,1,2556.50000000,0.590000,112.60,4985.00,8.69,,,2017
757,HIP 67851,b,Radial Velocity,2,88.90000000,0.050000,65.96,4890.00,5.92,,,2015
758,HIP 67851,c,Radial Velocity,2,2131.80000000,0.170000,65.96,4890.00,5.92,,,2015
759,HIP 70849,b,Radial Velocity,1,17337.50000000,0.715000,23.98,4105.00,,,,2009
760,HIP 74890,b,Radial Velocity,1,822.30000000,0.070000,91.49,4850.00,5.77,,,2016
761,HIP 75458,b,Radial Velocity,1,511.09800000,0.712400,31.33,4530.00,,,,2002
762,HIP 78530,b,Imaging,1,,,156.70,10500.00,,2700,,2010
763,HIP 79431,b,Radial Velocity,1,111.70000000,0.290000,14.90,,,,,2009
764,HIP 8541,b,Radial Velocity,1,1560.20000000,0.160000,168.63,4670.00,7.83,,,2016
765,HIP 91258,b,Radial Velocity,1,5.05050000,0.024000,44.46,5519.00,1.00,,,2013
766,HIP 97233,b,Radial Velocity,1,1058.80000000,0.610000,106.50,5020.00,5.34,,,2014
767,HN Peg,b,Imaging,1,,,18.39,,,,11.777,2006
768,HR 2562,b,Imaging,1,,,33.63,,,1200,12.442,2016
769,HR 810,b,Radial Velocity,1,312.00000000,0.150000,17.24,,,,,1999
770,HR 8799,b,Imaging,4,170000.00000000,,39.40,,,,13.000,2008
771,HR 8799,c,Imaging,4,69000.00000000,,39.40,,,,13.000,2008
772,HR 8799,d,Imaging,4,37000.00000000,,39.40,,,,13.000,2008
773,HR 8799,e,Imaging,4,18000.00000000,,39.40,,,,,2010
774,K2-10,b,Transit,1,19.30440000,0.310000,,5620.00,0.98,,3.840,2015
775,K2-100,b,Transit,1,1.67391600,0.240000,,6120.00,1.19,,3.500,2016
776,K2-101,b,Transit,1,14.67728600,0.100000,,4819.00,0.73,,2.000,2016
777,K2-102,b,Transit,1,9.91561500,0.100000,,4695.00,0.71,,1.300,2016
778,K2-104,b,Transit,1,1.97423800,0.090000,,3546.46,0.49,,1.960,2016
779,K2-105,b,Transit,1,8.26690200,,,5434.00,0.95,,3.590,2017
780,K2-107,b,Transit,1,3.31392000,0.000000,,6030.00,1.78,1780,16.141,2017
781,K2-108,b,Transit,1,4.73401000,0.180000,,5474.00,1.75,1446,5.280,2017
782,K2-11,b,Transit,1,39.93767000,,,5433.00,5.15,734,7.550,2015
783,K2-110,b,Transit,1,13.86375000,0.079000,,5010.00,0.71,640,2.592,2017
784,K2-111,b,Transit,1,5.35117000,0.000000,,5730.00,1.23,1309,1.900,2017
785,K2-113,b,Transit,1,5.81760800,0.000000,,5627.00,1.05,1178,10.424,2017
786,K2-114,b,Transit,1,11.39109000,0.000000,,5027.00,0.83,719,10.559,2017
787,K2-115,b,Transit,1,20.27303400,0.137000,,5560.00,0.88,682,12.498,2017
788,K2-116,b,Transit,1,4.65541100,0.060000,56.15,4348.35,0.67,,0.690,2017
789,K2-117,b,Transit,2,1.29150500,0.060000,100.00,3842.12,0.49,,1.960,2017
790,K2-117,c,Transit,2,5.44482000,0.150000,100.00,3842.12,0.49,,2.030,2017
791,K2-118,b,Transit,1,50.92092000,0.200000,,4726.29,0.73,,2.540,2017
792,K2-119,b,Transit,1,7.72857800,0.070000,,4752.80,0.68,,2.290,2017
793,K2-12,b,Transit,1,8.28212000,,,5800.00,1.01,1003,2.330,2015
794,K2-120,b,Transit,1,9.56274200,0.140000,,4349.90,0.67,,2.010,2017
795,K2-121,b,Transit,1,5.18575400,0.220000,,4471.38,0.77,,9.120,2017
796,K2-122,b,Transit,1,2.21940500,0.210000,74.00,3993.36,0.59,,1.280,2017
797,K2-123,b,Transit,1,30.95676300,0.060000,156.00,4075.67,0.57,,2.650,2017
798,K2-124,b,Transit,1,6.41353900,0.080000,,3560.70,0.34,,2.640,2017
799,K2-125,b,Transit,1,21.75026400,0.080000,,3654.47,0.40,,2.180,2017
800,K2-126,b,Transit,1,7.38707300,0.060000,,4367.83,0.62,,1.840,2017
801,K2-127,b,Transit,1,3.58816500,0.120000,,4387.84,0.68,,8.660,2017
802,K2-128,b,Transit,1,5.67581900,0.230000,,4469.51,0.78,,1.420,2017
803,K2-129,b,Transit,1,8.23949300,0.130000,,3459.09,0.36,,1.040,2017
804,K2-13,b,Transit,1,39.91488000,,,5698.00,0.78,511,1.890,2015
805,K2-130,b,Transit,1,2.49412000,0.170000,,4356.47,0.74,,1.250,2017
806,K2-131,b,Transit,1,0.36930380,0.000000,,5200.00,0.81,,1.810,2017
807,K2-132,b,Transit,1,9.17510000,,,4840.00,3.85,,14.572,2017
808,K2-133,b,Transit,3,3.07120000,,,3655.00,0.47,,1.310,2017
809,K2-133,c,Transit,3,4.86820000,,,3655.00,0.47,,1.480,2017
810,K2-133,d,Transit,3,11.02340000,,,3655.00,0.47,,2.020,2017
811,K2-136,b,Transit,3,7.97529200,0.100000,,4499.00,0.66,553,0.990,2017
812,K2-136,c,Transit,3,17.30713700,0.130000,,4499.00,0.66,425,2.910,2017
813,K2-136,d,Transit,3,25.57506500,0.140000,,4499.00,0.66,373,1.450,2017
814,K2-137,b,Transit,1,0.17971500,0.000000,,3492.00,0.44,1471,0.890,2017
815,K2-138,b,Transit,5,2.35322000,0.403000,183.00,5378.00,0.86,,1.570,2017
816,K2-138,c,Transit,5,3.55987000,0.296000,183.00,5378.00,0.86,,2.520,2017
817,K2-138,d,Transit,5,5.40478000,0.348000,183.00,5378.00,0.86,,2.660,2017
818,K2-138,e,Transit,5,8.26144000,0.315000,183.00,5378.00,0.86,,3.290,2017
819,K2-138,f,Transit,5,12.75759000,0.364000,183.00,5378.00,0.86,,2.810,2017
820,K2-139,b,Transit,1,28.38236000,0.120000,152.00,5340.00,0.86,565,9.057,2017
821,K2-14,b,Transit,1,8.36802000,,,3789.00,0.45,488,4.810,2015
822,K2-140,b,Transit,1,6.56930000,0.120000,340.24,5654.00,0.99,1114,12.274,2017
823,K2-141,b,Transit,2,0.28032440,0.000000,58.77,4599.00,0.68,,1.510,2018
824,K2-141,c,Transit,2,7.74850000,0.000000,58.77,4599.00,0.68,,7.000,2018
825,K2-146,b,Transit,1,2.64464600,,86.00,3385.00,0.35,,2.200,2018
826,K2-147,b,Transit,1,0.96191700,,88.00,3672.00,0.55,,1.380,2018
827,K2-148,b,Transit,3,4.38395000,,121.00,4079.00,0.63,,1.330,2018
828,K2-148,c,Transit,3,6.92260000,,121.00,4079.00,0.63,,1.730,2018
829,K2-148,d,Transit,3,9.75790000,,121.00,4079.00,0.63,,1.640,2018
830,K2-149,b,Transit,1,11.33200000,,118.00,3745.00,0.57,,1.640,2018
831,K2-15,b,Transit,1,11.81040000,,,5131.00,0.68,676,2.480,2015
832,K2-150,b,Transit,1,10.59357000,,110.00,3499.00,0.44,,2.000,2018
833,K2-151,b,Transit,1,3.83559200,,62.70,3585.00,0.43,,1.350,2018
834,K2-152,b,Transit,1,32.65270000,,112.00,3940.00,0.63,,2.810,2018
835,K2-153,b,Transit,1,7.51554000,,126.00,3720.00,0.49,,2.000,2018
836,K2-154,b,Transit,2,3.67635000,,133.00,3978.00,0.65,,2.230,2018
837,K2-154,c,Transit,2,7.95478000,,133.00,3978.00,0.65,,2.100,2018
838,K2-155,b,Transit,3,6.34365000,,62.30,3919.00,0.53,,1.550,2018
839,K2-155,c,Transit,3,13.85402000,,62.30,3919.00,0.53,,1.950,2018
840,K2-155,d,Transit,3,40.68350000,,62.30,3919.00,0.53,,1.640,2018
841,K2-156,b,Transit,1,0.81314900,,,4460.00,0.62,,1.144,2018
842,K2-157,b,Transit,1,0.36525700,,,5456.00,0.88,,1.055,2018
843,K2-158,b,Transit,1,10.06210600,,,5489.00,0.89,,2.635,2018
844,K2-159,b,Transit,1,12.42107800,,,5419.00,0.83,,2.208,2018
845,K2-16,b,Transit,2,7.61880000,,,4742.00,0.66,658,2.020,2015
846,K2-16,c,Transit,2,19.07863000,,,4742.00,0.66,485,2.540,2015
847,K2-160,b,Transit,1,3.70587100,,,5649.00,0.91,,3.178,2018
848,K2-161,b,Transit,1,9.28318800,,,4972.00,2.57,,6.117,2018
849,K2-162,b,Transit,1,9.45774700,,,4885.00,0.73,,1.486,2018
850,K2-163,b,Transit,1,6.67311700,,,4937.00,0.76,,2.466,2018
851,K2-164,b,Transit,1,17.35506600,,,5791.00,2.20,,3.249,2018
852,K2-165,b,Transit,3,2.35499200,,,5185.00,0.80,,1.274,2018
853,K2-165,c,Transit,3,4.38274500,,,5185.00,0.80,,1.554,2018
854,K2-165,d,Transit,3,14.10136100,,,5185.00,0.80,,2.648,2018
855,K2-166,b,Transit,1,8.52721900,,,5922.00,1.20,,1.823,2018
856,K2-167,b,Transit,1,9.97748100,,78.12,5908.00,1.83,,2.819,2018
857,K2-168,b,Transit,1,15.85398900,,,5554.00,0.87,,2.144,2018
858,K2-169,b,Transit,1,6.38080300,,,5548.00,0.92,,1.273,2018
859,K2-17,b,Transit,1,17.96753000,,,4320.00,0.66,487,2.230,2015
860,K2-170,b,Transit,2,7.57654400,,,5748.00,0.98,,1.418,2018
861,K2-170,c,Transit,2,12.40004700,,,5748.00,0.98,,1.802,2018
862,K2-171,b,Transit,1,5.62846600,,,5250.00,1.72,,2.687,2018
863,K2-172,b,Transit,2,14.31694100,,,5569.00,0.87,,1.666,2018
864,K2-172,c,Transit,2,29.62682000,,,5569.00,0.87,,3.206,2018
865,K2-173,b,Transit,1,5.86869900,,,5580.00,0.84,,1.608,2018
866,K2-174,b,Transit,1,19.56274300,,,4500.00,0.64,,2.492,2018
867,K2-175,b,Transit,1,9.52598800,,,5909.00,1.42,,2.038,2018
868,K2-176,b,Transit,1,5.32943900,,,5428.00,0.86,,1.491,2018
869,K2-177,b,Transit,1,14.15518500,,,6063.00,1.21,,2.116,2018
870,K2-178,b,Transit,1,8.74781800,,,5525.00,0.89,,3.558,2018
871,K2-179,b,Transit,1,5.17219100,,,5015.00,0.77,,2.513,2018
872,K2-18,b,Transit,2,32.93963000,0.430000,34.00,3457.00,0.41,235,2.380,2015
873,K2-18,c,Radial Velocity,2,8.96200000,0.470000,34.00,3457.00,0.41,363,,2017
874,K2-180,b,Transit,1,8.86593200,,,5263.00,0.68,,2.410,2018
875,K2-181,b,Transit,1,6.89425200,,,5609.00,1.00,,2.706,2018
876,K2-182,b,Transit,1,4.73688400,,,5159.00,0.79,,2.767,2018
877,K2-183,b,Transit,3,0.46926900,,,5482.00,0.87,,2.599,2018
878,K2-183,c,Transit,3,10.79347100,,,5482.00,0.87,,2.511,2018
879,K2-183,d,Transit,3,22.62949600,,,5482.00,0.87,,2.541,2018
880,K2-184,b,Transit,1,16.99343500,,,5252.00,0.76,,1.538,2018
881,K2-185,b,Transit,1,10.61664600,,,5722.00,0.91,,1.313,2018
882,K2-186,b,Transit,1,41.47421900,,,5784.00,0.98,,3.172,2018
883,K2-187,b,Transit,4,0.77398100,,,5477.00,0.89,,1.383,2018
884,K2-187,c,Transit,4,2.87178800,,,5477.00,0.89,,1.701,2018
885,K2-187,d,Transit,4,7.14907900,,,5477.00,0.89,,3.221,2018
886,K2-187,e,Transit,4,13.60834100,,,5477.00,0.89,,2.255,2018
887,K2-188,b,Transit,2,1.74298300,,,5982.00,1.11,,1.259,2018
888,K2-188,c,Transit,2,7.80759500,,,5982.00,1.11,,2.625,2018
889,K2-189,b,Transit,2,5.17630000,,,5503.00,0.86,,1.512,2018
890,K2-189,c,Transit,2,6.67934000,,,5503.00,0.86,,2.484,2018
891,K2-19,b,Transit,3,7.91940000,,,5430.00,0.86,854,7.740,2015
892,K2-19,c,Transit,3,11.90715000,,,5430.00,0.86,745,4.860,2015
893,K2-19,d,Transit,3,2.50856000,,,5430.00,0.86,1252,1.140,2016
894,K2-190,b,Transit,2,10.09885800,,,5631.00,0.91,,1.357,2018
895,K2-190,c,Transit,2,21.57402300,,,5631.00,0.91,,1.093,2018
896,K2-191,b,Transit,1,2.85864600,,,5176.00,0.84,,1.579,2018
897,K2-192,b,Transit,1,4.16322100,,,5252.00,0.83,,1.575,2018
898,K2-193,b,Transit,1,14.78720700,,,5623.00,0.96,,4.015,2018
899,K2-194,b,Transit,1,39.72138600,,,5979.00,1.28,,3.642,2018
900,K2-195,b,Transit,2,15.85354300,,,5712.00,0.91,,2.940,2018
901,K2-195,c,Transit,2,28.48278600,,,5712.00,0.91,,2.576,2018
902,K2-196,b,Transit,1,48.32422200,,,6045.00,1.54,,3.600,2018
903,K2-197,b,Transit,1,8.35795400,,,5675.00,0.91,,2.502,2018
904,K2-198,b,Transit,1,17.04317900,,,5262.00,0.78,,4.119,2018
905,K2-199,b,Transit,2,3.22542300,,,4681.00,0.67,,1.882,2018
906,K2-199,c,Transit,2,7.37449700,,,4681.00,0.67,,2.837,2018
907,K2-200,b,Transit,1,2.84988300,,,5233.00,0.79,,1.364,2018
908,K2-201,b,Transit,2,1.05979000,,,5507.00,0.88,,1.400,2018
909,K2-201,c,Transit,2,22.77987800,,,5507.00,0.88,,3.286,2018
910,K2-202,b,Transit,1,3.40516400,,,5491.00,0.91,,2.302,2018
911,K2-203,b,Transit,1,9.69510100,,,5000.00,0.76,,1.371,2018
912,K2-204,b,Transit,1,7.05578400,,,5755.00,1.18,,3.046,2018
913,K2-205,b,Transit,1,26.67226300,,,5890.00,1.08,,1.996,2018
914,K2-206,b,Transit,1,18.29454900,,,5043.00,0.76,,2.795,2018
915,K2-207,b,Transit,1,12.48749000,,,5522.00,0.93,,2.606,2018
916,K2-208,b,Transit,1,4.19094800,,,5582.00,0.86,,1.679,2018
917,K2-209,b,Transit,1,2.08061500,,,4720.00,0.71,,0.869,2018
918,K2-21,b,Transit,2,9.32503800,0.100000,,4222.06,0.65,,1.840,2015
919,K2-21,c,Transit,2,15.50192000,0.210000,,4222.06,0.65,,2.490,2015
920,K2-210,b,Transit,1,0.57023300,,,5396.00,0.85,,0.819,2018
921,K2-211,b,Transit,1,0.66955800,,,5221.00,0.82,,1.375,2018
922,K2-212,b,Transit,1,9.79540000,,,4349.00,0.60,,2.393,2018
923,K2-213,b,Transit,1,8.13087000,,,5794.00,1.20,,1.514,2018
924,K2-214,b,Transit,1,8.59653100,,,5768.00,1.12,,2.216,2018
925,K2-215,b,Transit,1,8.26964800,,,5704.00,0.97,,2.124,2018
926,K2-216,b,Transit,1,2.17478900,,,4591.00,0.67,,1.678,2018
927,K2-217,b,Transit,1,14.07452400,,,5967.00,1.33,,3.579,2018
928,K2-218,b,Transit,1,8.67988500,,,5757.00,1.01,,2.569,2018
929,K2-219,b,Transit,3,3.90128700,,,5753.00,1.19,,1.348,2018
930,K2-219,c,Transit,3,6.66767000,,,5753.00,1.19,,1.438,2018
931,K2-219,d,Transit,3,11.13727800,,,5753.00,1.19,,2.576,2018
932,K2-22,b,Transit,1,0.38107800,,,3830.00,0.57,2100,2.500,2015
933,K2-220,b,Transit,1,13.68251100,,,5599.00,0.93,,2.215,2018
934,K2-221,b,Transit,1,2.39909400,,,5716.00,0.95,,1.679,2018
935,K2-222,b,Transit,1,15.38882500,,,5934.00,1.04,,2.223,2018
936,K2-223,b,Transit,2,0.50557000,,,5859.00,1.01,,0.910,2018
937,K2-223,c,Transit,2,4.56416900,,,5859.00,1.01,,1.620,2018
938,K2-224,b,Transit,1,4.47859100,,,5614.00,0.84,,1.664,2018
939,K2-225,b,Transit,1,15.87145500,,,5733.00,1.21,,2.661,2018
940,K2-226,b,Transit,1,3.27110600,,,5397.00,0.82,,1.487,2018
941,K2-227,b,Transit,1,13.62183200,,,5673.00,0.89,,1.666,2018
942,K2-228,b,Transit,1,2.69836800,,,4764.00,0.70,,1.384,2018
943,K2-229,b,Transit,2,0.58424900,0.000000,104.00,5185.00,0.79,1960,1.164,2018
944,K2-229,c,Transit,2,8.32834000,0.000000,104.00,5185.00,0.79,800,2.120,2018
945,K2-230,b,Transit,1,2.86063600,,,6002.00,1.18,,1.934,2018
946,K2-231,b,Transit,1,13.84190100,,295.00,5695.00,0.95,,2.500,2018
947,K2-232,b,Transit,1,11.16845400,0.258000,129.97,6154.00,1.16,1030,11.209,2018
948,K2-24,b,Transit,2,20.88508000,,,5743.00,1.21,709,5.830,2016
949,K2-24,c,Transit,2,42.36342000,,,5743.00,1.21,560,8.100,2016
950,K2-25,b,Transit,1,3.48455200,0.270000,,3180.00,0.29,,3.430,2015
951,K2-26,b,Transit,1,14.56650000,,,3785.00,0.52,430,2.670,2016
952,K2-27,b,Transit,1,6.77131500,0.251000,,5248.00,0.89,902,4.480,2016
953,K2-28,b,Transit,1,2.26045500,0.000000,,3214.00,0.29,568,2.320,2016
954,K2-29,b,Transit,1,3.25883210,0.066000,,5358.00,0.86,1171,13.339,2016
955,K2-3,b,Transit,3,10.05449000,,,3896.00,0.56,463,2.180,2015
956,K2-3,c,Transit,3,24.64354000,,,3896.00,0.56,344,1.850,2015
957,K2-3,d,Transit,3,44.55983000,,,3896.00,0.56,282,1.510,2015
958,K2-30,b,Transit,1,4.09850300,0.000000,,5425.00,0.84,1092,11.646,2016
959,K2-31,b,Transit,1,1.25785000,0.000000,,5280.00,0.78,,11.882,2016
960,K2-32,b,Transit,3,8.99213000,0.000000,,5275.00,0.84,817,5.130,2016
961,K2-32,c,Transit,3,20.66020000,0.000000,,5275.00,0.84,619,3.010,2016
962,K2-32,d,Transit,3,31.71540000,0.000000,,5275.00,0.84,537,3.430,2016
963,K2-33,b,Transit,1,5.42486500,0.000000,,3540.00,1.05,,5.040,2016
964,K2-34,b,Transit,1,2.99560700,0.000000,,6132.00,1.53,1742,15.132,2016
965,K2-35,b,Transit,2,5.60835200,0.120000,,4402.71,0.62,,1.930,2016
966,K2-35,c,Transit,2,2.39996400,0.130000,,4402.71,0.62,,1.320,2016
967,K2-36,b,Transit,2,1.42266000,,,4924.00,0.74,1232,1.320,2016
968,K2-36,c,Transit,2,5.34059000,,,4924.00,0.74,793,2.800,2016
969,K2-37,b,Transit,3,4.44117000,,,5413.00,0.85,974,1.610,2016
970,K2-37,c,Transit,3,6.42904000,,,5413.00,0.85,861,2.750,2016
971,K2-37,d,Transit,3,14.09189000,,,5413.00,0.85,663,2.730,2016
972,K2-38,b,Transit,2,4.01593000,,,5757.00,1.10,1184,1.550,2016
973,K2-38,c,Transit,2,10.56103000,,,5757.00,1.10,858,2.420,2016
974,K2-39,b,Transit,1,4.60497000,0.152000,,4912.00,2.93,1670,5.710,2016
975,K2-4,b,Transit,1,10.00341700,0.080000,,4014.73,0.57,,2.100,2015
976,K2-42,b,Transit,1,6.68796000,,,4613.00,0.64,,2.150,2016
977,K2-43,b,Transit,1,3.47134100,0.070000,,3889.72,0.59,,4.750,2016
978,K2-44,b,Transit,1,5.65688000,,,5912.00,1.58,,2.720,2016
979,K2-45,b,Transit,1,1.72926840,,,4103.00,0.45,,6.710,2016
980,K2-46,b,Transit,1,19.15410000,,,6256.00,1.29,,2.050,2016
981,K2-47,b,Transit,1,31.63720000,,,5054.00,0.76,,1.890,2016
982,K2-48,b,Transit,1,20.50650000,,,4899.00,0.73,,2.240,2016
983,K2-49,b,Transit,1,2.77065000,,,4175.00,0.45,,1.930,2016
984,K2-5,b,Transit,2,5.73594000,,,3930.00,0.57,565,1.910,2015
985,K2-5,c,Transit,2,10.93241000,,,3930.00,0.57,456,2.260,2015
986,K2-50,b,Transit,1,8.75290000,,,4326.00,0.55,,1.590,2016
987,K2-52,b,Transit,1,3.53482000,,,6113.00,1.49,,11.100,2016
988,K2-53,b,Transit,1,12.20540000,,,5269.00,0.85,,2.500,2016
989,K2-54,b,Transit,1,9.78430000,,,3798.00,0.38,,1.150,2016
990,K2-55,b,Transit,1,2.84925800,,,4456.00,0.63,,3.820,2016
991,K2-57,b,Transit,1,9.00630000,,,4434.00,0.62,,2.100,2016
992,K2-58,b,Transit,3,7.05254000,,,5413.00,0.86,,2.680,2016
993,K2-58,c,Transit,3,2.53726000,,,5413.00,0.86,,1.620,2016
994,K2-58,d,Transit,3,22.88270000,,,5413.00,0.86,,1.710,2016
995,K2-59,b,Transit,2,20.69210000,,,5055.00,0.73,,2.410,2016
996,K2-59,c,Transit,2,11.29540000,,,5055.00,0.73,,2.300,2016
997,K2-6,b,Transit,1,30.94191000,,,5850.00,0.96,615,2.500,2015
998,K2-60,b,Transit,1,3.00265000,0.000000,,5500.00,1.12,1400,7.656,2016
999,K2-61,b,Transit,1,2.57302000,,,6293.00,1.36,,2.480,2016
1000,K2-62,b,Transit,2,6.67202000,,,4880.00,0.73,,2.140,2016
1001,K2-62,c,Transit,2,16.19660000,,,4880.00,0.73,,2.140,2016
1002,K2-63,b,Transit,1,20.25700000,,,6771.00,1.63,,3.220,2016
1003,K2-64,b,Transit,1,6.53044000,,,5312.00,0.73,,2.070,2016
1004,K2-65,b,Transit,1,12.64750000,,78.06,5213.00,0.84,,1.580,2016
1005,K2-66,b,Transit,1,5.06963000,,,5887.00,1.67,1372,2.490,2016
1006,K2-68,b,Transit,1,8.05428000,,,4746.00,0.68,,1.580,2016
1007,K2-69,b,Transit,1,7.06599000,,,4127.00,0.49,,2.320,2016
1008,K2-7,b,Transit,1,28.67992000,,,5772.00,0.96,651,2.670,2015
1009,K2-70,b,Transit,1,13.97896000,,,5622.00,0.93,,2.890,2016
1010,K2-71,b,Transit,1,6.98541000,,,4006.00,0.43,,2.150,2016
1011,K2-72,b,Transit,4,5.57721200,0.110000,,3360.47,0.33,,1.080,2016
1012,K2-72,c,Transit,4,15.18903400,0.110000,,3360.47,0.33,,1.160,2016
1013,K2-72,d,Transit,4,7.76017800,0.110000,,3360.47,0.33,,1.010,2016
1014,K2-72,e,Transit,4,24.15886800,0.110000,,3360.47,0.33,,1.290,2016
1015,K2-73,b,Transit,1,7.49543000,,,5922.00,1.06,,2.450,2016
1016,K2-74,b,Transit,1,19.56660000,,,6060.00,0.98,,2.310,2016
1017,K2-75,b,Transit,2,7.81420000,,,5995.00,1.56,,2.670,2016
1018,K2-75,c,Transit,2,18.31100000,,,5995.00,1.56,,2.770,2016
1019,K2-77,b,Transit,1,8.19979600,0.140000,,4970.00,0.76,,2.300,2016
1020,K2-79,b,Transit,1,10.99573000,,,5926.00,1.28,,3.690,2016
1021,K2-8,b,Transit,2,10.35239000,,,4870.00,0.74,631,3.580,2015
1022,K2-8,c,Transit,2,5.06416000,,,4870.00,0.74,801,2.410,2016
1023,K2-80,d,Transit,3,28.86725300,,,5441.00,0.87,,2.552,2018
1024,K2-80,b,Transit,3,19.09180000,,,5441.00,0.87,,2.010,2016
1025,K2-80,c,Transit,3,5.60500000,,,5441.00,0.87,,1.470,2016
1026,K2-81,b,Transit,1,6.10232500,0.060000,,4674.13,0.63,,1.970,2016
